Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Eeco 7 Seater Standard,Mumbai,2011,72006,Diesel,Automatic,Second,16.55 kmpl,2179 CC,108.5 bhp,5.0,,10.03
Maruti Swift VDI,Kolkata,2010,52410,CNG,Manual,First,15.6 kmpl,1298 CC,88.7 bhp,5.0,,2.39
Hyundai Creta 1.6 CRDi SX,Hyderabad,2012,51374,Diesel,Manual,First,13.1 kmpl,1586 CC,73 bhp,5.0,,6.18
Maruti Baleno RS Petrol,Pune,2015,15567,Petrol,Manual,First,26.6 km/kg,1197 CC,81.80 bhp,5.0,,6.41
Hyundai Verna CRDi SX,Mumbai,2014,25848,Petrol,Manual,First,16.8 kmpl,998 CC,152 bhp,5.0,,2.28
Maruti Alto K10 2010-2014 VXI,Bangalore,2015,1795,Petrol,Automatic,First,12.7 kmpl,2393 CC,210 bhp,5.0,4.37 Lakh,10.52
BMW X1 sDrive 20d Exclusive,Kolkata,2010,24419,Petrol,Manual,First,13.2 kmpl,2494 CC,105 bhp,5.0,,2.52
Chevrolet Beat Diesel LT,Chennai,2014,48767,Petrol,Automatic,First,26.6 km/kg,1197 CC,67.04 bhp,5.0,,0.55
Maruti Swift Ldi BSIII,Chennai,2011,66886,CNG,Automatic,First,16.0 kmpl,1061 CC,53.3 bhp,8.0,,2.43
Maruti Eeco 7 Seater Standard,Hyderabad,2015,24906,Petrol,Manual,First,23.01 kmpl,1497 CC,126.2 bhp,7.0,9.51 Lakh,6.86
Hyundai Verna 1.6 SX VTVT (O),Hyderabad,2011,59577,Diesel,Automatic,First,28.09 kmpl,1498 CC,73.9 bhp,5.0,,4.28
Honda Amaze S i-Vtech,Kolkata,2009,55007,Petrol,Manual,First,12.97 kmpl,624 CC,81.86 bhp,5.0,,2.27
Hyundai EON Magna,Pune,2009,57928,CNG,Manual,First,15.04 kmpl,2494 CC,88.73 bhp,5.0,,1.09
Toyota Innova Crysta 2.4 ZX MT,Hyderabad,2010,71847,Petrol,Manual,First,17.8 kmpl,998 CC,68 bhp,5.0,,3.55
Maruti Swift VDI BSIV,Mumbai,2010,51741,Petrol,Manual,First,16.98 kmpl,796 CC,163.7 bhp,5.0,,3.19
Toyota Fortuner 4x2 4 Speed AT,Kolkata,2010,23891,CNG,Manual,Second,25.83 kmpl,1061 CC,110 bhp,5.0,,10.07
Toyota Innova Crysta 2.4 GX MT 8S,Kolkata,2013,42799,Diesel,Manual,First,24.0 kmpl,1461 CC,150 bhp,5.0,,1.02
Toyota Corolla Altis 1.8 GL,Hyderabad,2014,62579,Diesel,Automatic,First,14.67 kmpl,1248 CC,74.9 bhp,7.0,36.15 Lakh,10.81
Mahindra Ssangyong Rexton RX7,Mumbai,2012,29459,Petrol,Manual,First,17.72 kmpl,1798 CC,58.33 bhp,5.0,21.36 Lakh,6.01
Maruti Celerio ZDi,Chennai,2015,57469,Diesel,Manual,First,12.0 kmpl,2494 CC,108.45 bhp,5.0,,3.52
Toyota Innova Crysta 2.4 ZX MT,Kochi,2013,56361,Petrol,Automatic,First,20.34 kmpl,1948 CC,333 bhp,5.0,18.35 Lakh,10.18
Honda City 1.5 V MT,Kolkata,2014,11893,Diesel,Manual,First,19.1 kmpl,796 CC,81.86 bhp,5.0,6.32 Lakh,35.66
Nissan Terrano XL D Option,Kolkata,2014,30244,Petrol,Manual,First,16.02 kmpl,1198 CC,121.3 bhp,5.0,,1.84
Volkswagen Vento 1.6 Highline,Delhi,2009,87798,CNG,Manual,First,17.4 kmpl,1799 CC,203 bhp,5.0,,2.42
Maruti Swift VDI BSIV,Kolkata,2007,61369,Petrol,Manual,First,13.01 kmpl,998 CC,64 bhp,5.0,,2.99
Hyundai Creta 1.6 CRDi SX,Hyderabad,2010,6236,Petrol,Manual,First,23.08 kmpl,1798 CC,108.5 bhp,5.0,16.95 Lakh,2.53
Hyundai Verna Transform SX VTVT,Pune,2008,51400,Petrol,Manual,Second,17.8 kmpl,796 CC,138.1 bhp,5.0,,1.91
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,2010,44351,Petrol,Manual,First,10.0 kmpl,1197 CC,116.6 bhp,5.0,,7.61
BMW 3 Series 320d Highline,Kolkata,2012,63861,Diesel,Manual,First,19.3 kmpl,998 CC,100 bhp,5.0,,3.26
BMW X1 M Sport sDrive 20d,Kolkata,2009,44991,Petrol,Manual,First,14.8 kmpl,1798 CC,70 bhp,5.0,,4.56
Hyundai i20 Magna 1.4 CRDi,Chennai,2013,24889,Diesel,Manual,First,18.0 kmpl,2494 CC,121.3 bhp,5.0,,3.86
Maruti Ignis 1.2 Alpha,Delhi,2014,72119,Diesel,Manual,First,13.1 kmpl,2179 CC,184 bhp,5.0,,17.81
Hyundai i10 Sportz,Hyderabad,2012,26846,Petrol,Automatic,First,26.6 km/kg,1498 CC,121.3 bhp,5.0,,5.91
BMW 5 Series 2013-2017 530d M Sport,Mumbai,2015,8363,Petrol,Manual,First,25.8 kmpl,796 CC,80 bhp,5.0,,8.3
Toyota Innova 2.5 V Diesel 8-seater,Kolkata,2013,47259,Petrol,Manual,First,22.95 kmpl,999 CC,73.9 bhp,5.0,,1.84
Hyundai Verna CRDi,Mumbai,2011,45801,Petrol,Manual,First,23.1 kmpl,796 CC,67.1 bhp,5.0,,1.14
Porsche Panamera Diesel,Mumbai,2014,59575,Petrol,Manual,First,21.1 kmpl,1998 CC,67.1 bhp,5.0,,3.17
Maruti Swift VDI,Mumbai,2014,63595,Diesel,Automatic,First,11.5 kmpl,1197 CC,141 bhp,5.0,,2.81
Maruti Ignis 1.2 Delta,Kolkata,2013,39304,Petrol,Manual,First,26.2 km/kg,998 CC,83.1 bhp,5.0,,4.7
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2012,64492,Petrol,Manual,First,21.9 kmpl,998 CC,68.05 bhp,5.0,,2.68
Maruti Swift Dzire VXi,Jaipur,2009,70278,Diesel,Automatic,First,12.8 kmpl,2982 CC,138.1 bhp,5.0,,2.09
Hyundai Verna 1.6 SX,Mumbai,2012,34814,Petrol,Manual,First,19.87 kmpl,1197 CC,88.8 bhp,5.0,11.16 Lakh,6.36
Hyundai Elantra 2.0 SX Option AT,Hyderabad,2010,63635,Diesel,Manual,Second,12.9 kmpl,993 CC,167.7 bhp,5.0,,3.72
BMW 3 Series 320d M Sport,Coimbatore,2014,27851,Petrol,Automatic,First,23.84 kmpl,1999 CC,127 bhp,5.0,18.35 Lakh,5.95
Honda CR-V AT With Sun Roof,Chennai,2009,37601,CNG,Manual,First,12.05 kmpl,1495 CC,100 bhp,8.0,,2.22
Toyota Innova Crysta 2.8 ZX AT,Chennai,2010,66708,Diesel,Automatic,Second,12.8 kmpl,1498 CC,88.5 bhp,5.0,,11.01
Maruti Ciaz VXi Plus,Hyderabad,2002,114616,Petrol,Manual,First,17.8 kmpl,998 CC,86.7 bhp,5.0,,1.1
Maruti SX4 Zxi BSIII,Bangalore,2014,50055,Petrol,Manual,First,26.6 km/kg,1197 CC,121.3 bhp,5.0,,0.44
Maruti Swift 1.3 ZXI,Mumbai,2013,35744,Petrol,Automatic,First,17.1 kmpl,1496 CC,93.7 bhp,5.0,,27.55
Maruti Swift VXI BSIV,Chennai,2013,55745,Petrol,Manual,First,26.6 km/kg,1582 CC,81.80 bhp,5.0,,2.12
Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2009,59314,Petrol,Manual,First,25.8 kmpl,1198 CC,78.9 bhp,5.0,,3.79
Ford Endeavour 3.0L 4X4 AT,Coimbatore,2014,24685,Diesel,Automatic,First,22.5 kmpl,2360 CC,197 bhp,5.0,21 Lakh,17.34
Maruti Omni 8 Seater BSII,Delhi,2010,50154,CNG,Manual,Second,13.45 km/kg,1061 CC,84 bhp,5.0,,1.94
Mahindra Ssangyong Rexton RX5,Chennai,2014,19898,Petrol,Manual,First,26.6 km/kg,1498 CC,136 bhp,5.0,,2.52
Mercedes-Benz GLE 250d,Kolkata,2013,62806,Diesel,Manual,Second,19.7 kmpl,1991 CC,67.1 bhp,5.0,,4.61
BMW 3 Series 320i Sedan,Pune,2005,53857,CNG,Manual,First,19.81 kmpl,1199 CC,110.4 bhp,5.0,,2.07
Chevrolet Cruze LTZ AT,Delhi,2012,37486,Diesel,Manual,First,12.8 kmpl,2179 CC,241.4 bhp,5.0,,13.27
Toyota Innova 2.0 G1,Kolkata,2007,52092,CNG,Manual,First,15.8 kmpl,998 CC,null bhp,5.0,,1.31
Hyundai Verna 1.6 SX,Mumbai,2012,35797,Petrol,Manual,First,26.6 km/kg,1498 CC,88.8 bhp,5.0,,5.55
Maruti Swift Dzire ZXi,Chennai,2011,56406,CNG,Manual,Second,19.6 kmpl,796 CC,83.8 bhp,5.0,,3.1
Maruti SX4 Vxi BSIII,Bangalore,2014,33085,Petrol,Automatic,First,16.25 kmpl,2993 CC,174.57 bhp,5.0,22.87 Lakh,6.33
Tata Indica Vista Quadrajet VX,Pune,2013,38839,Petrol,Manual,First,24.04 kmpl,1497 CC,108.45 bhp,5.0,,5.04
Hyundai i20 1.2 Sportz,Kolkata,2013,30507,Petrol,Automatic,First,26.6 km/kg,1599 CC,80 bhp,5.0,,1.77
Mahindra Ssangyong Rexton RX5,Kochi,2012,51270,Petrol,Manual,First,12.07 kmpl,2967 CC,58.16 bhp,5.0,,2.82
Hyundai Verna 1.6 EX VTVT,Mumbai,2011,77302,Petrol,Manual,First,9.74 kmpl,1197 CC,71 bhp,5.0,10.73 Lakh,36.93
Honda City ZX CVT,Coimbatore,2012,30995,Petrol,Automatic,First,18.1 kmpl,2143 CC,168.5 bhp,5.0,,19.42
Maruti Vitara Brezza ZDi Plus,Chennai,2014,51165,Diesel,Automatic,First,13.68 kmpl,1498 CC,58.16 bhp,7.0,,14.03
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kolkata,2013,41270,Diesel,Manual,First,0.0 kmpl,1796 CC,88.73 bhp,5.0,,2.91
Toyota Innova 2.5 G (Diesel) 7 Seater,Kolkata,2013,22369,Petrol,Manual,First,26.6 km/kg,1498 CC,245 bhp,5.0,,1.17
Maruti Eeco 7 Seater Standard,Pune,2010,54377,CNG,Manual,First,21.76 kmpl,1198 CC,105 bhp,5.0,,4.53
Hyundai Accent GLE,Jaipur,2013,73186,Diesel,Manual,First,16.95 kmpl,1995 CC,116.3 bhp,5.0,,3.21
Volvo V40 D3 R Design,Mumbai,2013,8088,Petrol,Manual,First,16.0 kmpl,796 CC,80 bhp,5.0,,2.96
Skoda Laura Ambiente 2.0 TDI CR MT,Mumbai,2013,51782,Petrol,Manual,First,14.0 kmpl,1998 CC,306 bhp,5.0,,3.47
Maruti Celerio CNG VXI MT,Kolkata,2013,31846,Petrol,Manual,First,26.6 km/kg,1197 CC,142 bhp,5.0,,4.75
Maruti SX4 Vxi BSIV,Delhi,2012,46373,Diesel,Automatic,First,17.11 kmpl,2143 CC,245 bhp,7.0,,24.42
BMW X1 sDrive 20d xLine,Bangalore,2011,57413,CNG,Manual,First,12.62 kmpl,1799 CC,126.32 bhp,5.0,,1.89
Toyota Fortuner 4x2 AT,Chennai,2011,38087,Diesel,Automatic,First,25.17 kmpl,1796 CC,73.97 bhp,5.0,,7.63
Maruti Wagon R VXI AMT,Mumbai,2010,62730,Diesel,Manual,First,13.45 km/kg,1373 CC,118 bhp,5.0,,1.99
Tata Nano Twist XT,Mumbai,2010,41747,Diesel,Manual,First,17.05 kmpl,998 CC,74 bhp,5.0,,5.8
Hyundai Xcent 1.2 Kappa SX,Jaipur,2009,60555,Diesel,Manual,First,12.8 kmpl,2982 CC,258 bhp,5.0,,6.75
Volkswagen Ameo 1.2 MPI Trendline,Kochi,2017,171,Petrol,Manual,First,25.01 kmpl,1999 CC,95 bhp,8.0,22.74 Lakh,5.72
Honda Jazz Select Edition,Coimbatore,2012,38920,Diesel,Manual,First,13.9 kmpl,1984 CC,75.94 bhp,5.0,7.17 Lakh,10.7
Hyundai i20 1.2 Sportz,Kolkata,2012,18935,Petrol,Automatic,First,26.6 km/kg,1798 CC,83.8 bhp,5.0,,2.33
Hyundai i10 Sportz,Kolkata,2014,12679,Petrol,Manual,First,15.6 kmpl,1198 CC,67.04 bhp,5.0,,1.79
Hyundai Sonata Transform 2.4 GDi MT,Hyderabad,2014,23109,Petrol,Manual,First,19.71 kmpl,2499 CC,171.5 bhp,5.0,9.93 Lakh,4.08
Hyundai Santro Xing XP,Kolkata,2010,26636,Petrol,Manual,First,18.9 kmpl,1798 CC,155 bhp,5.0,,2.33
Skoda Rapid 1.5 TDI Elegance,Chennai,2010,41780,Diesel,Manual,First,22.32 kmpl,1798 CC,58.16 bhp,5.0,,4.61
Mercedes-Benz B Class B200 CDI,Kolkata,2012,53903,Petrol,Automatic,First,26.6 km/kg,1197 CC,136 bhp,5.0,,2.77
Mercedes-Benz SLK-Class SLK 350,Kolkata,2016,35047,Petrol,Automatic,First,16.0 kmpl,1798 CC,108.5 bhp,5.0,16.6 Lakh,6.03
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Hyderabad,2009,32598,CNG,Manual,First,18.88 kmpl,2696 CC,67.1 bhp,5.0,,2.13
Ford Endeavour 4x2 XLT Limited Edition,Kolkata,2009,29622,Petrol,Manual,First,21.66 kmpl,1199 CC,67.04 bhp,5.0,,2.89
Honda Jazz Select Edition,Hyderabad,2014,59100,Petrol,Manual,Second,17.1 kmpl,998 CC,81.86 bhp,5.0,,1.91
Mercedes-Benz CLA 200 CDI Sport,Bangalore,2018,48716,Diesel,Automatic,First,15.4 kmpl,1461 CC,175.56 bhp,7.0,,14.69
Honda Civic 2006-2010 1.8 S MT,Hyderabad,2014,21159,Petrol,Manual,Second,26.2 km/kg,998 CC,138.1 bhp,8.0,,2.23
Land Rover Discovery SE 3.0 TD6,Jaipur,2013,42222,Diesel,Manual,First,20.54 kmpl,1373 CC,68.05 bhp,7.0,,21.73
Honda Amaze EX i-Dtech,Coimbatore,2017,53428,Petrol,Automatic,First,10.13 kmpl,1998 CC,143 bhp,4.0,38.11 Lakh,1.83
Hyundai Verna 1.6 EX VTVT,Jaipur,2010,56923,Diesel,Automatic,First,24.0 kmpl,2987 CC,140 bhp,7.0,,14.54
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2003,74328,Petrol,Manual,First,23.4 kmpl,1497 CC,126.32 bhp,5.0,,2.19
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,19760,Petrol,Automatic,First,21.5 kmpl,2993 CC,187.7 bhp,5.0,13.58 Lakh,24.74
Audi A4 1.8 TFSI,Hyderabad,2011,50736,Petrol,Manual,First,16.8 kmpl,998 CC,335.2 bhp,5.0,,2.78
Toyota Qualis Fleet A3,Hyderabad,2009,60382,Diesel,Manual,First,13.7 kmpl,998 CC,74 bhp,5.0,,2.51
BMW 3 Series 320d,Kolkata,2012,52917,Diesel,Manual,First,14.84 kmpl,2993 CC,73.97 bhp,7.0,,18.45
Hyundai Verna 1.6 EX VTVT,Pune,2010,38120,Diesel,Manual,First,20.14 kmpl,1248 CC,170 bhp,5.0,,4.39
Volkswagen Vento Diesel Highline,Delhi,2014,34568,Diesel,Automatic,First,19.27 kmpl,1995 CC,103.2 bhp,5.0,,30.65
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Pune,2011,37080,Petrol,Manual,First,27.3 kmpl,1995 CC,103.6 bhp,5.0,,2.18
Honda Mobilio S i VTEC,Jaipur,2012,43926,Diesel,Manual,First,11.7 kmpl,1499 CC,67.04 bhp,5.0,,4.13
Hyundai Santa Fe 2WD AT,Hyderabad,2013,39077,Diesel,Manual,First,11.0 kmpl,1582 CC,204 bhp,7.0,,3.14
Chevrolet Beat Diesel LT,Kolkata,2016,63300,Diesel,Manual,First,11.1 kmpl,1199 CC,187.74 bhp,5.0,8.61 Lakh,5.02
Maruti Swift VXI Optional,Chennai,2012,57038,CNG,Manual,First,14.49 kmpl,1799 CC,73.9 bhp,5.0,,4.7
Renault KWID RXL,Mumbai,2013,58356,Diesel,Manual,First,18.7 kmpl,1798 CC,58.2 bhp,5.0,,3.71
Nissan Micra Diesel XV Premium,Coimbatore,2012,24926,Petrol,Automatic,First,22.0 kmpl,2987 CC,121.36 bhp,5.0,,14.33
Maruti Baleno Alpha 1.2,Mumbai,2008,63758,Petrol,Manual,First,21.12 kmpl,1598 CC,57.6 bhp,5.0,,1.39
Hyundai i20 Asta 1.2,Kolkata,2016,134246,Diesel,Manual,First,17.6 kmpl,999 CC,194.3 bhp,5.0,,12.61
Toyota Innova 2.5 VX (Diesel) 7 Seater,Pune,2012,69578,Diesel,Manual,First,10.1 kmpl,1248 CC,187.74 bhp,7.0,,5.98
Maruti SX4 ZXI AT Leather,Mumbai,2008,44724,Petrol,Manual,Second,17.3 kmpl,1968 CC,85.8 bhp,5.0,,2.7
Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,56178,Diesel,Manual,First,9.3 kmpl,1995 CC,88.5 bhp,7.0,8.61 Lakh,21.41
Hyundai Verna 1.6 SX,Kochi,2017,34881,Petrol,Automatic,First,14.62 kmpl,1998 CC,362.07 bhp,7.0,11.27 Lakh,5.23
Honda City i VTEC CVT VX,Kolkata,2015,48254,Petrol,Manual,First,12.97 kmpl,2967 CC,180 bhp,5.0,69.37 Lakh,6.06
BMW 5 Series 2013-2017 520d Luxury Line,Kolkata,2012,56068,Diesel,Manual,Second,15.85 kmpl,796 CC,75 bhp,7.0,13.4 Lakh,2.0
Maruti Ignis 1.2 Delta,Hyderabad,2012,30954,Petrol,Manual,First,14.4 kmpl,998 CC,90 bhp,5.0,,1.39
Mercedes-Benz A Class A180 CDI,Bangalore,2017,33819,Petrol,Automatic,First,15.85 kmpl,2148 CC,136 bhp,5.0,12.44 Lakh,2.34
Maruti Wagon R LX DUO BSIII,Mumbai,2009,27886,Petrol,Manual,First,24.3 kmpl,1197 CC,98.6 bhp,5.0,,2.78
Renault Duster 110PS Diesel RxZ AMT,Delhi,2014,40785,CNG,Manual,First,17.8 kmpl,1373 CC,67.05 bhp,7.0,,2.72
Maruti Wagon R LXI CNG,Kolkata,2012,55817,Petrol,Manual,First,21.1 kmpl,998 CC,88.7 bhp,5.0,,1.57
Honda Accord 2.4 AT,Coimbatore,2010,43113,Petrol,Automatic,First,14.47 kmpl,1498 CC,174.3 bhp,5.0,7.91 Lakh,3.74
Hyundai EON D Lite Plus,Mumbai,2009,50429,Petrol,Manual,First,16.8 kmpl,796 CC,74 bhp,5.0,,1.81
Fiat Avventura MULTIJET Emotion,Hyderabad,2012,34997,Diesel,Manual,First,25.1 kmpl,1995 CC,123.7 bhp,5.0,,6.85
Jaguar XF 2.2 Litre Luxury,Mumbai,2017,31157,Diesel,Manual,First,19.27 kmpl,1461 CC,175.56 bhp,5.0,8.61 Lakh,5.2
Maruti Alto 800 2016-2019 CNG LXI,Delhi,2016,20669,Diesel,Automatic,First,19.3 kmpl,999 CC,126.32 bhp,7.0,10.97 Lakh,5.58
Toyota Corolla Altis 1.8 Limited Edition,Kolkata,2014,45550,Petrol,Manual,First,10.1 kmpl,796 CC,157.75 bhp,5.0,,3.03
Toyota Qualis Fleet A3,Ahmedabad,2006,50957,Petrol,Manual,First,23.1 kmpl,998 CC,47.3 bhp,5.0,,1.53
Audi Q3 2.0 TDI Quattro,Hyderabad,2010,54943,Diesel,Manual,Second,23.1 kmpl,998 CC,121.3 bhp,5.0,,4.1
Maruti Swift 1.3 LXI,Chennai,2009,66336,Diesel,Manual,First,18.48 kmpl,998 CC,174.3 bhp,5.0,,1.87
Hyundai i10 Era 1.1,Hyderabad,2010,55088,Petrol,Manual,First,13.1 kmpl,998 CC,64 bhp,5.0,,5.07
Chevrolet Cruze LTZ AT,Chennai,2016,53360,Petrol,Manual,First,25.17 kmpl,1193 CC,null bhp,8.0,,2.14
Maruti Ciaz RS ZDi Plus SHVS,Hyderabad,2017,16962,Diesel,Manual,First,18.86 kmpl,1998 CC,387.3 bhp,5.0,34.63 Lakh,2.32
Mahindra Xylo H4,Chennai,2010,108411,Petrol,Manual,First,25.4 kmpl,1197 CC,118 bhp,5.0,,2.92
Hyundai Elantra SX,Hyderabad,2014,54492,Petrol,Manual,First,0.0 kmpl,1794 CC,120 bhp,7.0,,2.79
Land Rover Discovery SE 3.0 TD6,Bangalore,2010,40136,Diesel,Automatic,First,17.4 kmpl,1461 CC,121.3 bhp,5.0,,2.68
Mercedes-Benz B Class B180,Hyderabad,2014,18273,Petrol,Automatic,First,24.8 kmpl,72 CC,86.7 bhp,7.0,8.61 Lakh,8.98
Maruti Swift VDI,Hyderabad,2012,23202,Diesel,Manual,First,13.2 kmpl,1373 CC,138.1 bhp,5.0,,6.6
BMW 5 Series 520d Sport Line,Mumbai,2013,48370,Petrol,Manual,First,17.9 kmpl,2143 CC,88.8 bhp,5.0,,3.05
Maruti Dzire VDI,Chennai,2011,58842,Diesel,Manual,First,17.0 kmpl,998 CC,118 bhp,5.0,,0.78
Honda Amaze S AT i-Vtech,Ahmedabad,2013,40845,Diesel,Manual,First,11.7 kmpl,1248 CC,99 bhp,7.0,,3.82
Volvo V40 D3 R Design,Bangalore,2013,101058,CNG,Manual,First,26.2 km/kg,1198 CC,81.86 bhp,5.0,,6.67
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2010,101723,Diesel,Manual,First,13.9 kmpl,1997 CC,147.9 bhp,5.0,8.63 Lakh,5.46
Honda City V MT,Mumbai,2009,49623,Petrol,Manual,First,15.8 kmpl,1497 CC,67 bhp,5.0,,2.51
Honda Brio 1.2 VX MT,Hyderabad,2015,61612,Diesel,Manual,First,19.64 kmpl,2200 CC,177 bhp,5.0,,7.72
Renault KWID RXL,Kochi,2013,34839,Petrol,Manual,First,12.07 kmpl,2993 CC,110 bhp,5.0,,5.25
Mahindra NuvoSport N6,Hyderabad,2014,59910,Diesel,Manual,First,24.52 kmpl,1197 CC,73 bhp,7.0,60.59 Lakh,3.24
Volkswagen Vento Diesel Trendline,Chennai,2009,62010,Diesel,Manual,First,16.95 kmpl,1995 CC,63 bhp,5.0,,21.75
Mercedes-Benz GLA Class 200 CDI SPORT,Mumbai,2014,37229,Diesel,Automatic,First,12.05 kmpl,1248 CC,241.4 bhp,5.0,,23.56
Nissan Micra XV CVT,Chennai,2013,83373,Diesel,Manual,First,26.21 kmpl,1498 CC,53.3 bhp,5.0,,3.15
Maruti Ciaz VDi Plus SHVS,Kolkata,2010,56300,CNG,Manual,First,19.0 kmpl,2179 CC,null bhp,5.0,,2.97
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2017,60530,Petrol,Manual,First,14.45 kmpl,624 CC,47.3 bhp,5.0,3.96 Lakh,3.72
Hyundai Verna VTVT 1.6 SX Option,Pune,2011,53600,Diesel,Automatic,Second,28.09 kmpl,2143 CC,170 bhp,7.0,,9.74
Maruti Celerio ZXI AT,Pune,2017,93804,CNG,Manual,First,11.7 kmpl,2354 CC,272 bhp,5.0,,3.44
Hyundai Verna VTVT 1.6 SX,Hyderabad,2013,36300,Petrol,Automatic,First,11.62 kmpl,1248 CC,78 bhp,5.0,25.52 Lakh,3.85
Toyota Etios Liva V,Hyderabad,2009,54078,CNG,Manual,First,17.0 kmpl,1399 CC,184 bhp,5.0,,2.88
Mitsubishi Pajero 2.8 GLX CRZ,Kolkata,2010,7513,Petrol,Manual,First,17.67 kmpl,1198 CC,198.25 bhp,5.0,,3.98
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2014,45339,Diesel,Manual,First,18.16 kmpl,2987 CC,58.16 bhp,5.0,,7.08
Mahindra TUV 300 2015-2019 T8,Mumbai,2017,29734,Petrol,Manual,First,17.8 kmpl,1197 CC,67.1 bhp,5.0,,2.81
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2014,39615,Diesel,Manual,First,19.0 kmpl,1364 CC,152 bhp,5.0,,1.98
Honda Amaze SX i-VTEC,Hyderabad,2010,54707,Diesel,Manual,First,18.0 kmpl,998 CC,67.1 bhp,5.0,,1.3
Hyundai Grand i10 CRDi Magna,Chennai,2013,96668,CNG,Manual,First,21.1 kmpl,2523 CC,100 bhp,5.0,,4.16
Ford Endeavour 4x2 XLT Limited Edition,Kolkata,2013,38053,Diesel,Manual,First,22.48 kmpl,1396 CC,58.16 bhp,7.0,,5.04
Hyundai Verna 1.6 SX VTVT,Hyderabad,2013,144056,Petrol,Manual,First,24.07 kmpl,998 CC,83.1 bhp,5.0,,4.1
Maruti SX4 S Cross DDiS 320 Zeta,Hyderabad,2017,52663,Petrol,Automatic,First,22.32 kmpl,2523 CC,103.5 bhp,5.0,26.95 Lakh,3.45
Skoda Superb 1.8 TSI MT,Mumbai,2012,66997,Petrol,Manual,First,17.8 kmpl,796 CC,170 bhp,5.0,,2.95
Maruti Alto 800 2016-2019 LXI,Chennai,2013,29139,Petrol,Automatic,First,25.1 kmpl,1198 CC,88.7 bhp,5.0,,4.99
Hyundai EON LPG Era Plus Option,Kolkata,2009,39227,Petrol,Manual,First,20.36 kmpl,5461 CC,68.05 bhp,5.0,,1.91
Maruti Vitara Brezza VDi,Delhi,2014,46140,Diesel,Manual,First,22.07 kmpl,1248 CC,70 bhp,5.0,,1.22
Maruti A-Star Vxi,Coimbatore,2017,24984,Petrol,Manual,First,20.85 kmpl,1798 CC,48.21 bhp,5.0,20.48 Lakh,10.93
BMW 5 Series 520d Luxury Line,Kochi,2011,38229,Petrol,Automatic,First,18.0 kmpl,2498 CC,157.7 bhp,5.0,7.77 Lakh,4.33
Hyundai i10 Sportz AT,Mumbai,2009,32014,Petrol,Automatic,First,21.9 kmpl,1598 CC,174.5 bhp,5.0,,1.74
Datsun redi-GO T Option,Kolkata,2012,35754,Diesel,Manual,First,21.5 kmpl,1198 CC,85.80 bhp,5.0,,2.35
BMW 3 Series 320i Sedan,Jaipur,2013,23851,Diesel,Manual,First,14.84 kmpl,1997 CC,73.94 bhp,5.0,,5.58
Toyota Corolla Altis 1.8 G,Kolkata,2007,47888,Petrol,Manual,First,27.3 kmpl,796 CC,,5.0,,2.38
Hyundai Creta 1.6 SX,Kolkata,2013,24374,Petrol,Manual,First,12.4 kmpl,1461 CC,103.3 bhp,5.0,,8.88
Mercedes-Benz CLA 200 Sport Edition,Pune,2015,89162,CNG,Manual,Second,18.4 kmpl,1299 CC,46.3 bhp,5.0,,28.36
Honda City 1.5 S MT,Hyderabad,2009,72932,CNG,Manual,First,10.4 kmpl,2179 CC,194 bhp,5.0,,1.73
Honda Civic 2006-2010 1.8 S MT,Kolkata,2010,51013,Petrol,Manual,First,30.46 km/kg,998 CC,121.3 bhp,5.0,,1.68
Skoda Superb Style 1.8 TSI AT,Chennai,2006,64458,Petrol,Manual,Second,26.2 km/kg,998 CC,80 bhp,5.0,,1.12
Maruti Eeco 7 Seater Standard,Kolkata,2009,21090,Petrol,Manual,First,9.9 kmpl,1197 CC,138.03 bhp,5.0,,2.47
Renault KWID Climber 1.0 AMT,Mumbai,2013,24389,Petrol,Manual,First,26.2 km/kg,1364 CC,null bhp,5.0,,3.42
Mercedes-Benz GLE 350d,Jaipur,2016,35497,Diesel,Manual,First,11.5 kmpl,2967 CC,215 bhp,5.0,,11.28
Honda CR-V 2.0L 2WD MT,Mumbai,2011,72848,Petrol,Manual,First,0.0 kmpl,1498 CC,88.7 bhp,5.0,,2.77
Nissan Terrano XL D Option,Delhi,2013,64192,CNG,Manual,First,30.46 km/kg,1599 CC,90 bhp,5.0,,2.94
Hyundai i10 Sportz,Chennai,2007,124535,Diesel,Manual,First,17.01 kmpl,2354 CC,138.1 bhp,5.0,,4.45
